,MeanBill,MeanPaid,CurBill_Sept,Risky,CREDIT_RATIO,AGE,EDUCATION,DEFAULT
123,271089.6666666667,0.3333333333333333,304991,Yes,1.0040096774193548,35,university,defaulted
124,18683.333333333332,0.0,19115,No,0.9481,27,graduate school,paid
125,0.0,-1.5,0,Yes,0.0,23,university,paid
126,102947.5,0.0,110151,No,0.49765,52,high school,paid
127,111480.33333333333,0.0,163736,No,0.6467888888888889,36,graduate school,defaulted
128,5091.333333333333,0.0,3347,No,0.07798,51,university,defaulted
129,44020.833333333336,1.1666666666666667,60521,Yes,1.0241666666666667,55,high school,paid
130,5462.666666666667,-1.1666666666666667,4000,Yes,0.18816666666666668,23,graduate school,paid
131,1879.8333333333333,-0.3333333333333333,95,Yes,0.010925,41,graduate school,paid
132,224985.16666666666,0.0,253454,No,0.5898642857142857,34,university,paid
133,228219.5,0.0,227389,No,0.6930878787878788,46,high school,paid
134,20580.333333333332,0.0,28452,No,0.8715,22,university,paid
135,12951.333333333334,1.0,10674,Yes,0.050145833333333334,34,university,paid
136,23471.5,0.0,17444,No,0.12894666666666665,27,graduate school,paid
137,7209.333333333333,0.0,7166,No,0.03808095238095238,33,university,paid
138,1155.3333333333333,-1.3333333333333333,752,No,0.006,51,high school,defaulted
139,34721.666666666664,0.0,50801,No,1.00286,24,graduate school,paid
141,638.0,-1.0,1832,No,0.0,28,university,paid
142,16581.166666666668,1.1666666666666667,10131,Yes,0.21666,23,university,paid
143,11331.333333333334,-2.0,12159,No,0.058823529411764705,29,university,paid
144,4418.333333333333,-0.8333333333333334,1199,No,0.7793,29,graduate school,paid
145,8030.666666666667,0.5,4999,Yes,0.11826,28,graduate school,paid
146,17502.0,0.0,19269,No,0.11948823529411765,27,university,defaulted
147,132378.83333333334,0.5,197236,Yes,0.88096,34,graduate school,paid
148,10325.0,1.3333333333333333,9168,Yes,0.131525,23,university,paid
149,3506.3333333333335,-0.8333333333333334,-1100,Yes,-0.004230769230769231,60,graduate school,paid
150,68553.83333333333,0.3333333333333333,86627,Yes,0.5581571428571429,32,university,paid
151,42754.666666666664,0.0,42444,No,0.6968,25,graduate school,paid
152,790.6666666666666,-0.8333333333333334,208,Yes,0.008302857142857143,41,graduate school,paid
153,161936.83333333334,0.0,208775,No,0.65125,56,university,paid
154,11678.666666666666,0.0,9014,No,0.34686666666666666,26,high school,paid
155,37163.333333333336,0.0,23944,No,0.20035,34,graduate school,paid
156,95901.16666666667,0.0,105420,No,0.51435,37,graduate school,paid
157,169693.33333333334,0.0,196031,No,0.980715,30,high school,paid
158,134241.83333333334,4.0,115785,Yes,0.5852571428571428,45,high school,defaulted
159,13314.0,0.8333333333333334,12854,Yes,0.24724,57,high school,paid
160,27099.333333333332,1.6666666666666667,24357,Yes,0.9151,41,graduate school,paid
161,566.0,0.0,390,Yes,0.0078,27,university,paid
162,606.1666666666666,-0.8333333333333334,1234,No,0.0013655172413793103,47,high school,paid
163,153157.0,0.3333333333333333,141223,Yes,0.627432,34,graduate school,paid
164,25050.666666666668,0.0,21148,No,0.39671666666666666,46,university,paid
165,89889.83333333333,0.0,101640,No,0.9526818181818182,27,graduate school,paid
166,10511.666666666666,-2.0,6093,No,0.04089189189189189,50,graduate school,paid
167,51681.5,0.5,102349,Yes,0.96847,27,university,paid
168,78825.16666666667,0.3333333333333333,72112,Yes,0.8206,35,university,paid
169,28559.833333333332,0.0,28040,No,0.58184,22,university,paid
170,30034.833333333332,0.0,37695,No,0.12369259259259259,37,university,paid
171,1963.3333333333333,-1.0,688,No,0.010933333333333333,30,graduate school,paid
172,8964.5,-0.16666666666666666,8567,No,0.30546,22,university,paid
173,-1928.1666666666667,-1.5,-709,Yes,-0.01418,24,graduate school,defaulted
174,12.833333333333334,-1.1666666666666667,0,Yes,0.0,29,graduate school,paid
175,68429.16666666667,2.0,64617,Yes,0.507523076923077,56,high school,defaulted
176,2604.0,-0.5,6187,No,0.00125,30,graduate school,paid
177,36747.166666666664,0.8333333333333334,48860,Yes,0.95602,30,university,paid
178,13985.666666666666,0.0,16001,No,0.6311,22,university,paid
179,53926.5,0.3333333333333333,77883,Yes,1.0226375,29,university,paid
180,19710.166666666668,-0.16666666666666666,12212,Yes,0.11074166666666667,37,graduate school,paid
181,21581.166666666668,-0.16666666666666666,49608,No,0.15515,35,high school,paid
182,96540.5,0.0,56422,No,0.221232,47,graduate school,paid
183,37073.833333333336,0.0,58024,No,0.96485,24,university,defaulted
184,8484.0,-0.16666666666666666,10642,No,0.58385,25,university,paid
185,15391.833333333334,0.8333333333333334,14483,Yes,0.13961,38,university,defaulted
186,27257.666666666668,-0.6666666666666666,2616,Yes,0.15854722222222223,32,graduate school,paid
187,197097.0,2.0,199436,Yes,1.014735,47,high school,defaulted
188,9623.666666666666,0.0,0,Yes,0.04150769230769231,34,university,paid
189,20965.333333333332,3.1666666666666665,21703,Yes,1.05435,31,university,paid
190,58956.666666666664,0.0,59901,No,0.2004741935483871,32,graduate school,paid
191,21669.666666666668,0.6666666666666666,19625,Yes,0.3391166666666667,27,graduate school,defaulted
192,7642.333333333333,-1.0,11386,No,0.0011055555555555556,29,graduate school,paid
193,11373.166666666666,-0.3333333333333333,14670,Yes,0.12270555555555555,24,graduate school,paid
194,14145.0,-0.3333333333333333,47790,No,0.36228,36,university,paid
195,38126.5,1.8333333333333333,36166,Yes,0.74376,24,graduate school,defaulted
196,269.3333333333333,-2.0,0,No,0.0,34,university,paid
197,17251.833333333332,-0.16666666666666666,18553,No,0.9723,22,graduate school,paid
198,1076.1666666666667,-1.5,412,No,0.000276,34,graduate school,paid
199,19642.333333333332,0.8333333333333334,29010,Yes,0.9752,22,high school,defaulted
200,125.0,-2.0,750,No,0.0,38,graduate school,paid
201,21812.0,0.6666666666666666,27123,Yes,0.19499285714285713,31,graduate school,paid
202,10706.0,-0.8333333333333334,13424,No,0.12857142857142856,26,graduate school,paid
203,114815.66666666667,0.0,107314,No,0.9214833333333333,26,university,paid
204,200463.16666666666,0.0,226430,No,0.6441055555555556,48,university,paid
205,16490.166666666668,-0.3333333333333333,227,No,1.01755,43,high school,paid
206,505.5,-1.0,390,No,0.01473,47,graduate school,paid
207,1609.5,-1.0,3088,No,0.007552380952380953,41,university,defaulted
208,65234.5,0.0,81625,No,1.019425,24,university,defaulted
209,3243.6666666666665,-1.3333333333333333,8872,No,0.013142424242424242,50,graduate school,paid
210,69996.5,-0.5,105607,No,0.49507727272727275,24,graduate school,paid
212,35990.833333333336,0.0,38257,No,0.972525,43,high school,paid
213,17267.166666666668,0.3333333333333333,28347,Yes,0.9369333333333333,39,university,paid
214,333803.0,1.3333333333333333,296573,Yes,0.6453617021276595,27,university,paid
215,585.0,-0.5,390,Yes,0.013,42,high school,paid
216,-946.0,-1.5,-946,Yes,-0.003941666666666666,36,university,defaulted
217,78468.16666666667,0.3333333333333333,79278,Yes,0.9812625,36,university,paid
218,75641.16666666667,0.0,89989,No,0.7657181818181819,31,high school,paid
219,1015.3333333333334,-1.3333333333333333,1424,No,0.014651612903225806,38,graduate school,paid
220,114260.83333333333,1.0,105167,Yes,0.32074444444444444,40,graduate school,defaulted
221,334236.3333333333,0.0,335196,No,1.0150121212121213,45,high school,paid
222,238552.5,0.0,291619,No,0.9908933333333333,35,university,paid
223,72878.0,0.0,91653,No,0.293865625,33,university,paid
224,40661.333333333336,1.0,52626,Yes,1.03074,37,high school,defaulted
225,128683.66666666667,0.0,130370,No,0.7717588235294117,28,graduate school,paid
226,1397.3333333333333,-1.1666666666666667,3265,No,0.007674285714285714,44,high school,paid
227,18076.833333333332,0.0,16455,No,0.82555,37,university,paid
228,33750.166666666664,0.3333333333333333,49758,Yes,0.96912,23,university,defaulted
229,10652.0,0.5,19154,Yes,0.90825,24,high school,paid
230,22155.0,0.0,35084,No,0.71592,24,graduate school,paid
231,15776.0,0.8333333333333334,20235,Yes,0.8566,23,university,defaulted
232,32924.666666666664,-0.6666666666666666,102800,No,0.0,26,university,paid
233,138009.66666666666,1.0,129801,Yes,0.6914894736842105,34,university,defaulted
234,29299.0,0.0,58203,No,0.6061166666666666,33,university,paid
235,6975.333333333333,-1.0,7988,No,0.0497125,35,graduate school,paid
236,66630.0,0.0,127402,No,0.7336666666666667,27,university,paid
237,3021.6666666666665,-1.6666666666666667,1440,No,0.0,31,graduate school,paid
238,218871.16666666666,0.0,234205,No,0.9652875,50,high school,defaulted
239,19309.0,0.0,19346,No,0.15505714285714287,41,university,defaulted
240,7406.0,0.0,21501,Yes,0.3441666666666667,28,graduate school,paid
241,40207.333333333336,0.0,47174,No,0.95948,39,graduate school,paid
242,28205.666666666668,0.0,26655,No,0.55448,27,university,paid
243,2439.0,0.0,3139,Yes,0.032516666666666666,32,graduate school,paid
244,102.16666666666667,1.0,142,Yes,0.007166666666666667,40,graduate school,paid
245,13314.833333333334,-0.3333333333333333,19816,No,1.0198,40,university,paid
246,10569.5,-0.8333333333333334,52874,No,0.006524,75,university,paid
247,32749.666666666668,0.0,37767,No,0.34457,27,university,paid
248,42667.5,0.3333333333333333,46140,Yes,0.13873030303030304,25,graduate school,paid
249,19645.166666666668,0.0,35713,No,0.30784,46,high school,paid
250,40143.666666666664,0.8333333333333334,50867,Yes,1.02972,26,university,paid
251,22526.666666666668,0.0,29242,No,0.9835666666666667,28,university,paid
252,105239.83333333333,0.0,101551,No,0.7517571428571429,26,university,defaulted
253,56231.833333333336,-0.16666666666666666,70243,No,0.29861875,28,graduate school,paid
254,5671.666666666667,-0.8333333333333334,19532,No,0.0092975,29,university,paid
255,28925.333333333332,0.0,27699,No,0.57026,25,university,paid
256,4515.833333333333,-0.8333333333333334,1154,No,0.008807142857142857,48,university,paid
257,13701.166666666666,-0.8333333333333334,8015,No,0.01533125,33,university,paid
258,10361.666666666666,-1.3333333333333333,62170,No,0.0,43,high school,paid
259,188240.0,0.3333333333333333,210380,Yes,0.9705545454545454,48,graduate school,defaulted
260,85535.16666666667,0.0,78331,No,0.19492941176470588,29,graduate school,paid
261,33700.166666666664,0.0,49276,No,0.702,29,university,paid
262,10546.166666666666,-0.5,4473,Yes,0.02915,38,graduate school,paid
263,8955.833333333334,-2.0,2283,No,0.22093478260869565,37,graduate school,paid
264,5842.333333333333,-1.0,10115,No,0.0031125,37,graduate school,paid
265,1184.0,-1.1666666666666667,6156,No,0.0,25,university,paid
266,8689.333333333334,0.3333333333333333,6974,Yes,0.7838,23,high school,paid
267,59630.166666666664,0.0,89003,No,0.7027846153846153,49,high school,defaulted
268,34662.5,0.0,34871,No,0.861225,48,graduate school,paid
269,12286.166666666666,1.0,13694,Yes,0.2976,27,university,defaulted
270,30034.833333333332,0.0,70003,No,0.31545,32,high school,paid
271,735.6666666666666,0.0,1082,Yes,0.005266666666666667,34,graduate school,paid
273,13478.5,0.0,11253,No,0.06426,33,university,paid
275,44292.166666666664,0.0,68699,No,0.9874285714285714,36,university,paid
276,4673.166666666667,-0.5,171,Yes,0.005902173913043479,40,graduate school,defaulted
277,456.0,-1.0,1156,No,0.00632,26,graduate school,paid
278,35298.5,0.0,50859,No,1.00924,33,high school,paid
279,100668.5,0.0,103109,No,0.410376,31,university,paid
280,1074.6666666666667,-0.5,1512,No,0.08193333333333333,27,graduate school,paid
281,81099.0,-0.3333333333333333,127543,No,0.4044037037037037,44,university,paid
282,126701.83333333333,0.0,163935,No,0.8508444444444444,30,high school,paid
283,53863.666666666664,0.0,53494,No,0.52656,28,graduate school,paid
284,111252.83333333333,0.0,195126,No,0.38583913043478263,32,high school,paid
285,35173.166666666664,-1.0,110346,No,0.19993333333333332,46,graduate school,paid
286,59828.333333333336,0.3333333333333333,60502,Yes,0.29906666666666665,38,graduate school,paid
287,138029.83333333334,0.0,180641,No,0.41262954545454544,46,university,paid
288,67273.0,0.3333333333333333,70896,Yes,0.71678,25,university,defaulted
289,9349.5,0.0,8751,No,0.04125,46,university,paid
290,-56043.166666666664,-1.0,898,No,0.003207142857142857,33,graduate school,defaulted
292,2162.0,2.1666666666666665,1700,Yes,0.087,43,university,paid
293,9474.666666666666,0.3333333333333333,7015,Yes,1.0227,27,university,defaulted
294,0.0,-1.5,0,Yes,0.0,29,graduate school,paid
295,163159.66666666666,0.0,194353,No,0.98672,31,graduate school,paid
296,1294.1666666666667,-1.0,1686,No,0.005475,29,university,paid
297,143074.66666666666,0.0,143225,No,0.6809333333333333,36,university,paid
298,45606.666666666664,0.0,58983,No,0.2171,36,graduate school,paid
300,77141.83333333333,0.0,99209,No,0.98222,37,university,paid
301,0.0,-2.0,0,No,0.0,36,graduate school,paid
302,25716.833333333332,0.0,49941,No,1.02426,40,high school,paid
303,16407.833333333332,0.3333333333333333,11968,Yes,0.7282,25,graduate school,defaulted
304,3039.3333333333335,-0.5,871,No,0.003325,27,graduate school,paid
305,2143.3333333333335,-2.0,432,No,0.029272727272727273,26,university,paid
306,7921.5,-1.0,10483,No,0.047912,36,university,paid
307,869.1666666666666,-1.1666666666666667,0,Yes,0.017383333333333334,27,university,paid
308,12143.833333333334,2.6666666666666665,9720,Yes,0.3537666666666667,55,high school,defaulted
309,10985.333333333334,-1.0,20847,No,0.23001666666666667,27,graduate school,paid
310,3525.5,-0.6666666666666666,3697,No,0.009,38,university,paid
311,137944.33333333334,0.0,143301,No,0.8129611111111111,34,university,paid
312,13174.5,0.3333333333333333,10934,Yes,0.6869,40,graduate school,paid
313,55507.833333333336,0.8333333333333334,52439,Yes,0.2552,49,high school,defaulted
314,32417.166666666668,0.0,55734,No,0.52557,27,graduate school,paid
315,28588.666666666668,0.0,49507,No,0.5547,23,university,defaulted
316,50636.166666666664,0.0,47819,No,0.4449727272727273,36,university,paid
317,337.5,-1.0,0,Yes,0.0006346153846153846,53,high school,paid
318,35586.0,1.1666666666666667,48522,Yes,1.0191,46,high school,paid
319,-2.0,-1.5,-2,Yes,-1.1111111111111112e-05,29,university,paid
320,51891.0,0.8333333333333334,58362,Yes,0.5145272727272727,29,university,defaulted
321,153856.16666666666,0.0,172180,No,0.5298235294117647,27,graduate school,paid
322,5275.0,-0.16666666666666666,1399,No,0.04882,24,university,paid
323,9221.166666666666,-0.6666666666666666,26361,No,0.08185217391304347,28,university,defaulted
324,95901.5,0.0,93029,No,0.2612611111111111,32,university,paid
325,26783.166666666668,-0.3333333333333333,0,Yes,0.0,43,university,paid
326,562.5,0.5,650,Yes,0.0029545454545454545,41,university,defaulted
327,28347.0,1.6666666666666667,24898,Yes,0.46626666666666666,34,university,defaulted
328,22927.666666666668,-1.6666666666666667,50396,No,0.13136764705882353,55,university,paid
329,104009.16666666667,2.0,99855,Yes,0.6839066666666667,40,graduate school,paid
330,7898.333333333333,-0.16666666666666666,-179,Yes,0.002525,37,university,defaulted
331,11085.666666666666,0.3333333333333333,9559,Yes,0.09533846153846154,40,university,defaulted
332,16044.333333333334,0.5,10540,Yes,0.17053333333333334,28,graduate school,paid
333,13331.333333333334,-1.1666666666666667,0,Yes,0.0,43,university,paid
334,19457.833333333332,0.0,20571,No,0.95445,27,graduate school,paid
335,152145.83333333334,0.0,143464,No,0.7733842105263158,28,graduate school,paid
336,158850.0,0.0,156882,No,0.6163307692307692,30,graduate school,paid
337,65.0,-2.0,390,No,0.0,31,university,paid
338,39013.333333333336,0.0,46512,No,0.95432,31,university,defaulted
339,2831.0,-0.8333333333333334,882,No,0.054425,34,graduate school,paid
340,61.333333333333336,-2.0,92,No,0.00038333333333333334,30,university,paid
341,3141.1666666666665,-0.16666666666666666,5916,No,0.12344,36,university,paid
342,12778.166666666666,0.0,2393,Yes,0.000915,29,graduate school,paid
343,153467.0,-0.3333333333333333,274731,No,1.5650722222222222,39,graduate school,paid
344,122474.5,0.0,145403,No,0.7679555555555555,26,graduate school,paid
345,1638.6666666666667,-0.8333333333333334,3097,No,-0.00441875,29,graduate school,paid
346,3203.8333333333335,-0.5,1370,No,0.04192,26,university,paid
347,45576.5,0.0,47081,No,0.98632,29,university,defaulted
348,139987.33333333334,0.0,138119,No,0.9853571428571428,31,university,paid
349,19648.333333333332,0.0,17893,No,0.6337333333333334,26,university,defaulted
350,14430.333333333334,-0.3333333333333333,39128,No,0.22747777777777778,26,graduate school,paid
351,-4465.833333333333,-1.0,-14386,Yes,-0.067715,36,graduate school,paid
353,50525.333333333336,0.0,77057,No,0.976275,43,university,paid
354,18202.666666666668,1.3333333333333333,15899,Yes,0.3744,58,high school,paid
355,29546.333333333332,-0.16666666666666666,27679,No,0.1579,45,university,defaulted
356,120823.33333333333,0.0,141315,No,0.53725,26,university,paid
357,180426.83333333334,0.0,194314,No,0.4715947368421053,34,university,paid
358,81276.0,0.0,83755,No,0.7039181818181818,24,other 1,paid
359,22947.833333333332,-1.0,49657,No,0.0011192307692307693,34,graduate school,paid
360,487775.5,1.5,507726,Yes,1.018458,23,university,defaulted
361,72719.66666666667,0.0,71305,No,0.222346875,30,university,paid
362,41476.5,1.5,45734,Yes,0.89482,32,university,paid
364,552.3333333333334,-2.0,761,No,0.0013043478260869566,35,graduate school,paid
365,2606.6666666666665,-0.8333333333333334,-9,Yes,0.004606060606060606,56,university,paid
366,36383.666666666664,0.0,47166,No,0.98792,61,university,paid
367,2458.6666666666665,0.8333333333333334,2887,Yes,0.1923,24,university,paid
368,0.0,-1.5,0,Yes,0.0,40,graduate school,paid
369,15555.166666666666,0.8333333333333334,20631,Yes,1.0005,32,university,defaulted
370,13923.0,-0.6666666666666666,83538,Yes,0.0,36,university,defaulted
371,10246.666666666666,-1.0,99,No,0.01860625,30,graduate school,paid
372,42296.0,1.0,34302,Yes,0.38987777777777777,34,graduate school,paid
373,23523.333333333332,0.0,22987,No,0.7432666666666666,54,high school,paid
374,139364.33333333334,0.0,173267,No,0.9699444444444445,46,graduate school,paid
375,21045.333333333332,0.0,19143,No,0.6722666666666667,58,high school,paid
376,22043.0,0.8333333333333334,20518,Yes,0.6633666666666667,43,university,paid
377,7504.0,-0.6666666666666666,10833,No,0.10318571428571428,28,graduate school,paid
378,54577.5,0.0,69937,No,0.34240952380952383,30,graduate school,paid
379,13991.833333333334,0.0,20526,No,0.30258,31,university,defaulted
380,78729.83333333333,0.0,89055,No,0.6983076923076923,29,university,paid
381,2732.8333333333335,1.0,1894,Yes,0.064,37,university,defaulted
382,89732.16666666667,0.0,100594,No,0.5598,36,high school,paid
383,4895.333333333333,0.16666666666666666,2948,Yes,0.02263529411764706,28,university,defaulted
384,17875.166666666668,-0.3333333333333333,22619,No,0.3928625,25,university,paid
385,290242.3333333333,0.0,338106,No,0.8363512195121952,42,other 2,paid
386,13333.333333333334,-1.1666666666666667,0,Yes,1.0,29,graduate school,paid
387,69364.0,0.8333333333333334,63144,Yes,0.8203875,73,high school,defaulted
388,157349.83333333334,0.0,153249,No,1.0269933333333334,43,university,paid
389,431.0,-0.6666666666666666,1131,No,0.0011192307692307693,30,graduate school,defaulted
390,0.0,-1.5,0,Yes,0.0,38,graduate school,paid
391,29159.0,0.0,-1312,Yes,0.12827857142857144,39,university,defaulted
392,83905.66666666667,0.0,103797,No,0.29673870967741933,44,university,paid
